iter	RMSE
509	31.13698976
510	31.12045117
511	31.09612945
512	31.08235892
513	31.06089699
514	31.02230537
515	30.99120045
516	30.96374842
517	30.94780241
518	30.93400019
519	30.91150493
520	30.89225802
521	30.86879059
522	30.85720933
523	30.83240822
524	30.81828947
525	30.79026073
526	30.7556998
527	30.73786676
528	30.72317833
529	30.70857808
530	30.68212327
531	30.65786785
532	30.63660994
533	30.61865412
534	30.58998669
535	30.5582374
536	30.5347374
537	30.52366749
538	30.51003027
539	30.49384639
540	30.47029263
541	30.45551156
542	30.43724738
543	30.41340858
544	30.38308614
545	30.36225827
546	30.34921387
547	30.33172732
548	30.31995378
549	30.28902789
550	30.26929551
551	30.26125369
552	30.23669695
553	30.2237743
554	30.21046323
555	30.18791427
556	30.16023818
557	30.13795523
558	30.11569341
559	30.10362367
560	30.08958809
561	30.07378625
562	30.0630052
563	30.04257347
564	30.02974815
565	30.00701901
566	29.9858958
567	29.96554923
568	29.95160523
569	29.93182477
570	29.90761139
571	29.89394809
572	29.87585272
573	29.85530973
574	29.82934211
575	29.81628179
576	29.79604725
577	29.78092494
578	29.76594493
579	29.74360794
580	29.72958417
581	29.69416542
582	29.6706948
583	29.65725719
584	29.63823867
585	29.62779757
586	29.59919736
587	29.58533929
588	29.56539759
589	29.54841367
590	29.5269769
591	29.51084295
592	29.50014639
593	29.46449857
594	29.4488637
595	29.43453694
596	29.42465081
597	29.4062706
598	29.39163717
599	29.37509773
600	29.35960858
601	29.34871405
602	29.33940295
603	29.32970974
604	29.31776129
605	29.30189449
606	29.29349906
607	29.2797291
608	29.26293703
609	29.24751772
610	29.234457
611	29.2206835
612	29.20874938
613	29.17170276
614	29.15701098
615	29.1311594
616	29.11357072
617	29.09373172
618	29.07547549
619	29.06391657
620	29.0517072
621	29.03518081
622	29.01847912
623	28.99768338
624	28.98308295
625	28.95530391
626	28.93524826
627	28.87511034
628	28.86129678
629	28.84402469
630	28.83157234
631	28.80713361
632	28.79576738
633	28.77909383
634	28.76402048
635	28.75199527
636	28.74366488
637	28.73255933
638	28.7190166
639	28.70611502
640	28.69069113
641	28.68263156
642	28.67204279
643	28.6626109
644	28.6482969
645	28.63791639
646	28.61427655
647	28.60024385
648	28.58871777
649	28.56109876
650	28.53533635
651	28.51986481
652	28.50323714
653	28.49220417
654	28.4817338
655	28.47271012
656	28.45446848
657	28.4441974
658	28.43460044
659	28.41102238
660	28.3874237
661	28.37600774
662	28.3601788
663	28.34782398
664	28.3380971
665	28.32493233
666	28.30581446
667	28.2984011
668	28.27400774
669	28.25664695
670	28.2197653
671	28.20742919
672	28.19272733
673	28.17645892
674	28.15081328
675	28.1365766
676	28.12122087
677	28.10514685
678	28.10036715
679	28.09250472
680	28.06716915
681	28.05276479
682	28.04218597
683	28.03533781
684	28.02356289
685	28.00484967
686	27.99139286
687	27.97420475
688	27.96014716
689	27.94941647
690	27.9329658
691	27.9193769
692	27.90401135
693	27.88975376
694	27.88578876
695	27.87198202
696	27.86166515
697	27.8511668
698	27.84175091
699	27.83114946
700	27.82486699
701	27.81215344
702	27.79523103
703	27.7836761
704	27.77497363
705	27.75957713
706	27.73641547
707	27.7264507
708	27.71254024
709	27.69826051
710	27.68654219
711	27.6784399
712	27.65752491
713	27.64867926
714	27.62880364
715	27.60730538
716	27.5872409
717	27.5769121
718	27.56556245
719	27.55715645
720	27.53695751
721	27.51582582
722	27.50944113
723	27.50114109
724	27.48724097
725	27.47050132
726	27.46444286
727	27.45101106
728	27.42701512
729	27.41119737
730	27.40312922
731	27.39202631
732	27.37765075
733	27.37103032
734	27.35087415
735	27.33816892
736	27.33247475
737	27.32591912
738	27.3083867
739	27.29774952
740	27.28557883
741	27.27040492
742	27.2516153
743	27.23954669
744	27.23068862
745	27.22301854
746	27.21074286
747	27.1923031
748	27.17875656
749	27.16453939
750	27.15399909
751	27.14127081
752	27.12841394
753	27.11467132
754	27.10281859
755	27.09591394
756	27.08482703
757	27.06855454
758	27.04845733
759	27.03139936
760	27.0191073
761	27.0068466
762	26.99513353
763	26.98673018
764	26.97788143
765	26.9672116
766	26.96134724
767	26.9495667
768	26.94068763
769	26.93496136
770	26.9217413
771	26.91214482
772	26.90096771
773	26.89110609
774	26.8799494
775	26.8724105
776	26.86854225
777	26.84995861
778	26.84000245
779	26.82885972
780	26.81848318
781	26.8001237
782	26.79361941
783	26.78508184
784	26.77218675
785	26.76180537
786	26.74443192
787	26.73457251
788	26.72530812
789	26.71431704
790	26.69815531
791	26.687708
792	26.6703033
793	26.65575682
794	26.6414235
795	26.63229966
796	26.61532362
797	26.60606289
798	26.59577648
799	26.58678139
800	26.57693406
801	26.56812733
802	26.55508081
803	26.54341815
804	26.5329025
805	26.51963747
806	26.50913371
807	26.49859942
808	26.48510515
809	26.47484206
810	26.46555699
811	26.45459453
812	26.4348989
813	26.42386177
814	26.41655779
815	26.4081477
816	26.39047491
817	26.37864823
818	26.36241593
819	26.35351156
820	26.34375038
821	26.32969671
822	26.3198482
823	26.31135161
824	26.30118275
825	26.28260114
826	26.27179249
827	26.26457303
828	26.26010706
829	26.24490971
830	26.23828574
831	26.23038672
832	26.21938841
833	26.20578071
834	26.19757192
835	26.18723262
836	26.17541919
837	26.1633384
838	26.14957348
839	26.14328768
840	26.1350335
841	26.12743627
842	26.11436006
843	26.10377518
844	26.09562528
845	26.08051351
846	26.07320051
847	26.06731419
848	26.05259336
849	26.04524799
850	26.03191576
851	26.02221456
852	26.01460263
853	26.00387756
854	25.99802477
855	25.9879569
856	25.97535259
857	25.96768065
858	25.96062263
859	25.95474158
860	25.94354027
861	25.933491
862	25.92198517
863	25.9070726
864	25.8983671
865	25.88942083
866	25.8784208
867	25.86723711
868	25.85592932
869	25.84290166
870	25.83771127
871	25.8305717
872	25.81828776
873	25.81204489
874	25.80780334
875	25.79976813
876	25.79213436
877	25.77982256
878	25.76535929
879	25.75742701
880	25.74667815
881	25.73537989
882	25.72534093
883	25.7193748
884	25.71402113
885	25.70563008
886	25.69451084
887	25.68951638
888	25.67651178
889	25.66432769
890	25.65849677
891	25.64742465
892	25.63739002
893	25.62990981
894	25.62304806
895	25.61105581
896	25.60062114
897	25.59054497
898	25.58055826
899	25.56804983
900	25.56460048
901	25.55227037
902	25.54580028
903	25.53533951
904	25.52826959
905	25.51560416
906	25.50591638
907	25.49468143
908	25.48873376
909	25.4840548
910	25.47317624
911	25.46515205
912	25.45832094
913	25.44799352
914	25.44161808
915	25.42909659
916	25.42568218
917	25.41597374
918	25.40964447
919	25.40014699
920	25.38905173
921	25.37977992
922	25.37403603
923	25.35896785
924	25.35066507
925	25.33657734
926	25.33171093
927	25.32492745
928	25.3145356
929	25.30545076
930	25.29697557
931	25.28652449
932	25.27978702
933	25.26768401
934	25.26014772
935	25.25507954
936	25.24569577
937	25.2388757
938	25.22508513
939	25.21529142
940	25.20861028
941	25.201854
942	25.1926832
943	25.18162169
944	25.17206856
945	25.16291298
946	25.15248165
947	25.14270953
948	25.13380544
949	25.12658549
950	25.11899925
951	25.11312835
952	25.10975165
953	25.10603295
954	25.09801059
955	25.08992095
956	25.07912119
957	25.07401457
958	25.06215548
959	25.04573067
960	25.03679611
961	25.03053537
962	25.01985095
963	25.01215359
964	25.00879699
965	25.00264831
966	24.99319686
967	24.98693725
968	24.97860589
969	24.96752655
970	24.95949793
971	24.95355135
972	24.94494141
973	24.93855219
974	24.93022271
975	24.92173552
976	24.91504512
977	24.908069
978	24.90484719
979	24.89595604
980	24.88931518
981	24.88227286
982	24.87674452
983	24.87027673
984	24.86351999
985	24.85826786
986	24.85220573
987	24.84162022
988	24.83630865
989	24.82685122
990	24.82282834
991	24.81319018
992	24.80824673
993	24.80173589
994	24.7934492
995	24.78977286
996	24.7818605
997	24.7759782
998	24.76782338
999	24.76212986
