Store,Product,Date,Week_of_Year,Day_of_Year,Is_Holiday,Base Price,Price,Weekly_Units_Sold,NormToMin_Weekly_Units_Sold,NormToMax_Weekly_Units_Sold
1,1,2/5/2010,5,36,FALSE,9.99,7.99,245,2.38,0.541
1,1,2/12/2010,6,43,TRUE,9.99,7.99,453,4.4,1
1,1,2/19/2010,7,50,FALSE,9.99,7.99,409,3.97,0.903
1,1,2/26/2010,8,57,FALSE,9.99,7.99,191,1.85,0.422
1,1,3/5/2010,9,64,FALSE,9.99,9.99,145,1.41,0.32
1,1,3/12/2010,10,71,FALSE,9.99,9.99,140,1.36,0.309
1,1,3/19/2010,11,78,FALSE,9.99,9.99,147,1.43,0.325
1,1,3/26/2010,12,85,FALSE,9.99,9.99,175,1.7,0.386
1,1,4/2/2010,13,92,FALSE,9.99,9.99,382,3.71,0.843
1,1,4/9/2010,14,99,FALSE,9.99,9.99,287,2.79,0.634
1,1,4/16/2010,15,106,FALSE,9.99,9.99,117,1.14,0.258
1,1,4/23/2010,16,113,FALSE,9.99,9.99,107,1.04,0.236
1,1,4/30/2010,17,120,FALSE,9.99,9.99,111,1.08,0.245
1,1,5/7/2010,18,127,FALSE,9.99,7.99,171,1.66,0.377
1,1,5/14/2010,19,134,FALSE,9.99,7.99,186,1.81,0.411
1,1,5/21/2010,20,141,FALSE,9.99,7.99,145,1.41,0.32
1,1,5/28/2010,21,148,FALSE,9.99,7.99,153,1.49,0.338
1,1,6/4/2010,22,155,FALSE,9.99,9.99,117,1.14,0.258
1,1,6/11/2010,23,162,FALSE,9.99,9.99,111,1.08,0.245
1,1,6/18/2010,24,169,FALSE,9.99,9.99,108,1.05,0.238
1,1,6/25/2010,25,176,FALSE,9.99,9.99,109,1.06,0.241
1,1,7/2/2010,26,183,FALSE,9.99,9.99,109,1.06,0.241
1,1,7/9/2010,27,190,FALSE,9.99,9.99,118,1.15,0.26
1,1,7/16/2010,28,197,FALSE,9.99,9.99,115,1.12,0.254
1,1,7/23/2010,29,204,FALSE,9.99,9.99,103,1,0.227
1,1,7/30/2010,30,211,FALSE,9.99,9.99,103,1,0.227
1,1,8/6/2010,31,218,FALSE,9.99,9.99,117,1.14,0.258
1,1,8/13/2010,32,225,FALSE,9.99,9.99,103,1,0.227
1,1,8/20/2010,33,232,FALSE,9.99,9.99,105,1.02,0.232
1,1,8/27/2010,34,239,FALSE,9.99,9.99,105,1.02,0.232
1,1,9/3/2010,35,246,FALSE,9.99,9.99,108,1.05,0.238
1,1,9/10/2010,36,253,TRUE,9.99,9.99,121,1.17,0.267
1,1,9/17/2010,37,260,FALSE,9.99,9.99,129,1.25,0.285
1,1,9/24/2010,38,267,FALSE,9.99,9.99,121,1.17,0.267
1,1,10/1/2010,39,274,FALSE,9.99,9.99,134,1.3,0.296
1,1,10/8/2010,40,281,FALSE,9.99,9.99,156,1.51,0.344
1,1,10/15/2010,41,288,FALSE,9.99,9.99,180,1.75,0.397
1,1,10/22/2010,42,295,FALSE,9.99,9.99,170,1.65,0.375
1,1,10/29/2010,43,302,FALSE,9.99,9.99,257,2.5,0.567
1,1,11/5/2010,44,309,FALSE,9.99,9.99,228,2.21,0.503
1,1,11/12/2010,45,316,FALSE,9.99,9.99,130,1.26,0.287
1,1,11/19/2010,46,323,FALSE,9.99,9.99,131,1.27,0.289
1,1,11/26/2010,47,330,TRUE,9.99,9.99,125,1.21,0.276
1,1,12/3/2010,48,337,FALSE,9.99,9.99,150,1.46,0.331
1,1,12/10/2010,49,344,FALSE,9.99,9.99,210,2.04,0.464
1,1,12/17/2010,50,351,FALSE,9.99,9.99,299,2.9,0.66
1,1,12/24/2010,51,358,FALSE,9.99,9.99,373,3.62,0.823
1,1,12/31/2010,52,365,TRUE,9.99,9.99,127,1.23,0.28
1,1,1/7/2011,1,7,FALSE,10.99,10.99,93,1.11,0.233
1,1,1/14/2011,2,14,FALSE,10.99,10.99,100,1.19,0.251
1,1,1/21/2011,3,21,FALSE,10.99,10.99,100,1.19,0.251
1,1,1/28/2011,4,28,FALSE,10.99,10.99,107,1.27,0.268
1,1,2/4/2011,5,35,FALSE,10.99,8.79,185,2.2,0.464
1,1,2/11/2011,6,42,TRUE,10.99,8.79,323,3.85,0.81
1,1,2/18/2011,7,49,FALSE,10.99,8.79,399,4.75,1
1,1,2/25/2011,8,56,FALSE,10.99,8.79,165,1.96,0.414
1,1,3/4/2011,9,63,FALSE,10.99,10.99,117,1.39,0.293
1,1,3/11/2011,10,70,FALSE,10.99,10.99,123,1.46,0.308
1,1,3/18/2011,11,77,FALSE,10.99,10.99,117,1.39,0.293
1,1,3/25/2011,12,84,FALSE,10.99,10.99,121,1.44,0.303
1,1,4/1/2011,13,91,FALSE,10.99,10.99,118,1.4,0.296
1,1,4/8/2011,14,98,FALSE,10.99,10.99,138,1.64,0.346
1,1,4/15/2011,15,105,FALSE,10.99,10.99,166,1.98,0.416
1,1,4/22/2011,16,112,FALSE,10.99,10.99,292,3.48,0.732
1,1,4/29/2011,17,119,FALSE,10.99,10.99,240,2.86,0.602
1,1,5/6/2011,18,126,FALSE,10.99,8.79,171,2.04,0.429
1,1,5/13/2011,19,133,FALSE,10.99,8.79,147,1.75,0.368
1,1,5/20/2011,20,140,FALSE,10.99,8.79,129,1.54,0.323
1,1,5/27/2011,21,147,FALSE,10.99,8.79,134,1.6,0.336
1,1,6/3/2011,22,154,FALSE,10.99,10.99,95,1.13,0.238
1,1,6/10/2011,23,161,FALSE,10.99,10.99,92,1.1,0.231
1,1,6/17/2011,24,168,FALSE,10.99,10.99,87,1.04,0.218
1,1,6/24/2011,25,175,FALSE,10.99,10.99,91,1.08,0.228
1,1,7/1/2011,26,182,FALSE,10.99,10.99,89,1.06,0.223
1,1,7/8/2011,27,189,FALSE,10.99,10.99,93,1.11,0.233
1,1,7/15/2011,28,196,FALSE,10.99,10.99,91,1.08,0.228
1,1,7/22/2011,29,203,FALSE,10.99,10.99,91,1.08,0.228
1,1,7/29/2011,30,210,FALSE,10.99,10.99,92,1.1,0.231
1,1,8/5/2011,31,217,FALSE,10.99,10.99,89,1.06,0.223
1,1,8/12/2011,32,224,FALSE,10.99,10.99,84,1,0.211
1,1,8/19/2011,33,231,FALSE,10.99,10.99,85,1.01,0.213
1,1,8/26/2011,34,238,FALSE,10.99,10.99,84,1,0.211
1,1,9/2/2011,35,245,FALSE,10.99,10.99,88,1.05,0.221
1,1,9/9/2011,36,252,TRUE,10.99,10.99,103,1.23,0.258
1,1,9/16/2011,37,259,FALSE,10.99,10.99,107,1.27,0.268
1,1,9/23/2011,38,266,FALSE,10.99,10.99,103,1.23,0.258
1,1,9/30/2011,39,273,FALSE,10.99,10.99,106,1.26,0.266
1,1,10/7/2011,40,280,FALSE,10.99,10.99,120,1.43,0.301
1,1,10/14/2011,41,287,FALSE,10.99,10.99,133,1.58,0.333
1,1,10/21/2011,42,294,FALSE,10.99,10.99,135,1.61,0.338
1,1,10/28/2011,43,301,FALSE,10.99,10.99,183,2.18,0.459
1,1,11/4/2011,44,308,FALSE,10.99,10.99,231,2.75,0.579
1,1,11/11/2011,45,315,FALSE,10.99,10.99,108,1.29,0.271
1,1,11/18/2011,46,322,FALSE,10.99,10.99,110,1.31,0.276
1,1,11/25/2011,47,329,TRUE,10.99,10.99,121,1.44,0.303
1,1,12/2/2011,48,336,FALSE,10.99,10.99,146,1.74,0.366
1,1,12/9/2011,49,343,FALSE,10.99,10.99,193,2.3,0.484
1,1,12/16/2011,50,350,FALSE,10.99,10.99,265,3.15,0.664
1,1,12/23/2011,51,357,FALSE,10.99,10.99,271,3.23,0.679
1,1,12/30/2011,52,364,TRUE,10.99,10.99,135,1.61,0.338
1,1,1/6/2012,1,6,FALSE,10.99,10.99,96,1.05,0.208
1,1,1/13/2012,2,13,FALSE,10.99,10.99,97,1.07,0.21
1,1,1/20/2012,3,20,FALSE,10.99,10.99,106,1.16,0.23
1,1,1/27/2012,4,27,FALSE,10.99,10.99,106,1.16,0.23
1,1,2/3/2012,5,34,FALSE,10.99,8.79,200,2.2,0.434
1,1,2/10/2012,6,41,TRUE,10.99,8.79,315,3.46,0.683
1,1,2/17/2012,7,48,FALSE,10.99,8.79,461,5.07,1
1,1,2/24/2012,8,55,FALSE,10.99,8.79,171,1.88,0.371
1,1,3/2/2012,9,62,FALSE,10.99,10.99,116,1.27,0.252
1,1,3/9/2012,10,69,FALSE,10.99,10.99,122,1.34,0.265
1,1,3/16/2012,11,76,FALSE,10.99,10.99,129,1.42,0.28
1,1,3/23/2012,12,83,FALSE,10.99,10.99,128,1.41,0.278
1,1,3/30/2012,13,90,FALSE,10.99,10.99,167,1.84,0.362
1,1,4/6/2012,14,97,FALSE,10.99,10.99,333,3.66,0.722
1,1,4/13/2012,15,104,FALSE,10.99,10.99,201,2.21,0.436
1,1,4/20/2012,16,111,FALSE,10.99,10.99,98,1.08,0.213
1,1,4/27/2012,17,118,FALSE,10.99,10.99,95,1.04,0.206
1,1,5/4/2012,18,125,FALSE,10.99,8.79,146,1.6,0.317
1,1,5/11/2012,19,132,FALSE,10.99,8.79,155,1.7,0.336
1,1,5/18/2012,20,139,FALSE,10.99,8.79,158,1.74,0.343
1,1,5/25/2012,21,146,FALSE,10.99,8.79,145,1.59,0.315
1,1,6/1/2012,22,153,FALSE,10.99,10.99,93,1.02,0.202
1,1,6/8/2012,23,160,FALSE,10.99,10.99,102,1.12,0.221
1,1,6/15/2012,24,167,FALSE,10.99,10.99,101,1.11,0.219
1,1,6/22/2012,25,174,FALSE,10.99,10.99,96,1.05,0.208
1,1,6/29/2012,26,181,FALSE,10.99,10.99,91,1,0.197
1,1,7/6/2012,27,188,FALSE,10.99,10.99,103,1.13,0.223
1,1,7/13/2012,28,195,FALSE,10.99,10.99,96,1.05,0.208
1,1,7/20/2012,29,202,FALSE,10.99,10.99,95,1.04,0.206
1,1,7/27/2012,30,209,FALSE,10.99,10.99,91,1,0.197
1,1,8/3/2012,31,216,FALSE,10.99,10.99,96,1.05,0.208
1,1,8/10/2012,32,223,FALSE,10.99,10.99,93,1.02,0.202
1,1,8/17/2012,33,230,FALSE,10.99,10.99,100,1.1,0.217
1,1,8/24/2012,34,237,FALSE,10.99,10.99,94,1.03,0.204
1,1,8/31/2012,35,244,FALSE,10.99,10.99,97,1.07,0.21
1,1,9/7/2012,36,251,TRUE,10.99,10.99,106,1.16,0.23
1,1,9/14/2012,37,258,FALSE,10.99,10.99,113,1.24,0.245
1,1,9/21/2012,38,265,FALSE,10.99,10.99,111,1.22,0.241
1,1,9/28/2012,39,272,FALSE,10.99,10.99,109,1.2,0.236
1,1,10/5/2012,40,279,FALSE,10.99,10.99,127,1.4,0.275
1,1,10/12/2012,41,286,FALSE,10.99,10.99,131,1.44,0.284
1,1,10/19/2012,42,293,FALSE,10.99,10.99,140,1.54,0.304
1,1,10/26/2012,43,300,FALSE,10.99,10.99,158,1.74,0.343
2,1,2/5/2010,5,36,FALSE,9.99,7.99,345,2.45,0.58
2,1,2/12/2010,6,43,TRUE,9.99,7.99,595,4.22,1
2,1,2/19/2010,7,50,FALSE,9.99,7.99,572,4.06,0.961
2,1,2/26/2010,8,57,FALSE,9.99,7.99,255,1.81,0.429
2,1,3/5/2010,9,64,FALSE,9.99,9.99,183,1.3,0.308
2,1,3/12/2010,10,71,FALSE,9.99,9.99,191,1.35,0.321
2,1,3/19/2010,11,78,FALSE,9.99,9.99,189,1.34,0.318
2,1,3/26/2010,12,85,FALSE,9.99,9.99,215,1.52,0.361
2,1,4/2/2010,13,92,FALSE,9.99,9.99,552,3.91,0.928
2,1,4/9/2010,14,99,FALSE,9.99,9.99,444,3.15,0.746
2,1,4/16/2010,15,106,FALSE,9.99,9.99,142,1.01,0.239
2,1,4/23/2010,16,113,FALSE,9.99,9.99,148,1.05,0.249
2,1,4/30/2010,17,120,FALSE,9.99,9.99,161,1.14,0.271
2,1,5/7/2010,18,127,FALSE,9.99,7.99,257,1.82,0.432
2,1,5/14/2010,19,134,FALSE,9.99,7.99,255,1.81,0.429
2,1,5/21/2010,20,141,FALSE,9.99,7.99,223,1.58,0.375
2,1,5/28/2010,21,148,FALSE,9.99,7.99,225,1.6,0.378
2,1,6/4/2010,22,155,FALSE,9.99,9.99,159,1.13,0.267
2,1,6/11/2010,23,162,FALSE,9.99,9.99,163,1.16,0.274
2,1,6/18/2010,24,169,FALSE,9.99,9.99,159,1.13,0.267
2,1,6/25/2010,25,176,FALSE,9.99,9.99,159,1.13,0.267
2,1,7/2/2010,26,183,FALSE,9.99,9.99,159,1.13,0.267
2,1,7/9/2010,27,190,FALSE,9.99,9.99,158,1.12,0.266
2,1,7/16/2010,28,197,FALSE,9.99,9.99,158,1.12,0.266
2,1,7/23/2010,29,204,FALSE,9.99,9.99,141,1,0.237
2,1,7/30/2010,30,211,FALSE,9.99,9.99,151,1.07,0.254
2,1,8/6/2010,31,218,FALSE,9.99,9.99,152,1.08,0.255
2,1,8/13/2010,32,225,FALSE,9.99,9.99,146,1.04,0.245
2,1,8/20/2010,33,232,FALSE,9.99,9.99,147,1.04,0.247
2,1,8/27/2010,34,239,FALSE,9.99,9.99,142,1.01,0.239
2,1,9/3/2010,35,246,FALSE,9.99,9.99,159,1.13,0.267
2,1,9/10/2010,36,253,TRUE,9.99,9.99,171,1.21,0.287
2,1,9/17/2010,37,260,FALSE,9.99,9.99,175,1.24,0.294
2,1,9/24/2010,38,267,FALSE,9.99,9.99,174,1.23,0.292
2,1,10/1/2010,39,274,FALSE,9.99,9.99,180,1.28,0.303
2,1,10/8/2010,40,281,FALSE,9.99,9.99,210,1.49,0.353
2,1,10/15/2010,41,288,FALSE,9.99,9.99,233,1.65,0.392
2,1,10/22/2010,42,295,FALSE,9.99,9.99,272,1.93,0.457
2,1,10/29/2010,43,302,FALSE,9.99,9.99,379,2.69,0.637
2,1,11/5/2010,44,309,FALSE,9.99,9.99,308,2.18,0.518
2,1,11/12/2010,45,316,FALSE,9.99,9.99,152,1.08,0.255
2,1,11/19/2010,46,323,FALSE,9.99,9.99,163,1.16,0.274
2,1,11/26/2010,47,330,TRUE,9.99,9.99,163,1.16,0.274
2,1,12/3/2010,48,337,FALSE,9.99,9.99,205,1.45,0.345
2,1,12/10/2010,49,344,FALSE,9.99,9.99,297,2.11,0.499
2,1,12/17/2010,50,351,FALSE,9.99,9.99,430,3.05,0.723
2,1,12/24/2010,51,358,FALSE,9.99,9.99,550,3.9,0.924
2,1,12/31/2010,52,365,TRUE,9.99,9.99,190,1.35,0.319
2,1,1/7/2011,1,7,FALSE,10.99,10.99,110,1,0.206
2,1,1/14/2011,2,14,FALSE,10.99,10.99,128,1.16,0.24
2,1,1/21/2011,3,21,FALSE,10.99,10.99,133,1.21,0.249
2,1,1/28/2011,4,28,FALSE,10.99,10.99,147,1.34,0.275
2,1,2/4/2011,5,35,FALSE,10.99,8.79,252,2.29,0.472
2,1,2/11/2011,6,42,TRUE,10.99,8.79,438,3.98,0.82
2,1,2/18/2011,7,49,FALSE,10.99,8.79,534,4.85,1
2,1,2/25/2011,8,56,FALSE,10.99,8.79,193,1.75,0.361
2,1,3/4/2011,9,63,FALSE,10.99,10.99,148,1.35,0.277
2,1,3/11/2011,10,70,FALSE,10.99,10.99,151,1.37,0.283
2,1,3/18/2011,11,77,FALSE,10.99,10.99,147,1.34,0.275
2,1,3/25/2011,12,84,FALSE,10.99,10.99,138,1.25,0.258
2,1,4/1/2011,13,91,FALSE,10.99,10.99,142,1.29,0.266
2,1,4/8/2011,14,98,FALSE,10.99,10.99,163,1.48,0.305
2,1,4/15/2011,15,105,FALSE,10.99,10.99,200,1.82,0.375
2,1,4/22/2011,16,112,FALSE,10.99,10.99,417,3.79,0.781
2,1,4/29/2011,17,119,FALSE,10.99,10.99,335,3.05,0.627
2,1,5/6/2011,18,126,FALSE,10.99,8.79,210,1.91,0.393
2,1,5/13/2011,19,133,FALSE,10.99,8.79,191,1.74,0.358
2,1,5/20/2011,20,140,FALSE,10.99,8.79,184,1.67,0.345
2,1,5/27/2011,21,147,FALSE,10.99,8.79,182,1.65,0.341
2,1,6/3/2011,22,154,FALSE,10.99,10.99,128,1.16,0.24
2,1,6/10/2011,23,161,FALSE,10.99,10.99,125,1.14,0.234
2,1,6/17/2011,24,168,FALSE,10.99,10.99,129,1.17,0.242
2,1,6/24/2011,25,175,FALSE,10.99,10.99,124,1.13,0.232
2,1,7/1/2011,26,182,FALSE,10.99,10.99,125,1.14,0.234
2,1,7/8/2011,27,189,FALSE,10.99,10.99,121,1.1,0.227
2,1,7/15/2011,28,196,FALSE,10.99,10.99,120,1.09,0.225
2,1,7/22/2011,29,203,FALSE,10.99,10.99,118,1.07,0.221
2,1,7/29/2011,30,210,FALSE,10.99,10.99,120,1.09,0.225
2,1,8/5/2011,31,217,FALSE,10.99,10.99,121,1.1,0.227
2,1,8/12/2011,32,224,FALSE,10.99,10.99,119,1.08,0.223
2,1,8/19/2011,33,231,FALSE,10.99,10.99,123,1.12,0.23
2,1,8/26/2011,34,238,FALSE,10.99,10.99,125,1.14,0.234
2,1,9/2/2011,35,245,FALSE,10.99,10.99,137,1.25,0.257
2,1,9/9/2011,36,252,TRUE,10.99,10.99,130,1.18,0.243
2,1,9/16/2011,37,259,FALSE,10.99,10.99,139,1.26,0.26
2,1,9/23/2011,38,266,FALSE,10.99,10.99,140,1.27,0.262
2,1,9/30/2011,39,273,FALSE,10.99,10.99,144,1.31,0.27
2,1,10/7/2011,40,280,FALSE,10.99,10.99,162,1.47,0.303
2,1,10/14/2011,41,287,FALSE,10.99,10.99,169,1.54,0.316
2,1,10/21/2011,42,294,FALSE,10.99,10.99,192,1.75,0.36
2,1,10/28/2011,43,301,FALSE,10.99,10.99,251,2.28,0.47
2,1,11/4/2011,44,308,FALSE,10.99,10.99,322,2.93,0.603
2,1,11/11/2011,45,315,FALSE,10.99,10.99,134,1.22,0.251
2,1,11/18/2011,46,322,FALSE,10.99,10.99,138,1.25,0.258
2,1,11/25/2011,47,329,TRUE,10.99,10.99,147,1.34,0.275
2,1,12/2/2011,48,336,FALSE,10.99,10.99,173,1.57,0.324
2,1,12/9/2011,49,343,FALSE,10.99,10.99,252,2.29,0.472
2,1,12/16/2011,50,350,FALSE,10.99,10.99,365,3.32,0.684
2,1,12/23/2011,51,357,FALSE,10.99,10.99,438,3.98,0.82
2,1,12/30/2011,52,364,TRUE,10.99,10.99,181,1.65,0.339
2,1,1/6/2012,1,6,FALSE,10.99,10.99,119,1,0.181
2,1,1/13/2012,2,13,FALSE,10.99,10.99,125,1.05,0.19
2,1,1/20/2012,3,20,FALSE,10.99,10.99,135,1.13,0.205
2,1,1/27/2012,4,27,FALSE,10.99,10.99,132,1.11,0.2
2,1,2/3/2012,5,34,FALSE,10.99,8.79,245,2.06,0.372
2,1,2/10/2012,6,41,TRUE,10.99,8.79,351,2.95,0.533
2,1,2/17/2012,7,48,FALSE,10.99,8.79,659,5.54,1
2,1,2/24/2012,8,55,FALSE,10.99,8.79,218,1.83,0.331
2,1,3/2/2012,9,62,FALSE,10.99,10.99,147,1.24,0.223
2,1,3/9/2012,10,69,FALSE,10.99,10.99,151,1.27,0.229
2,1,3/16/2012,11,76,FALSE,10.99,10.99,158,1.33,0.24
2,1,3/23/2012,12,83,FALSE,10.99,10.99,173,1.45,0.263
2,1,3/30/2012,13,90,FALSE,10.99,10.99,214,1.8,0.325
2,1,4/6/2012,14,97,FALSE,10.99,10.99,439,3.69,0.666
2,1,4/13/2012,15,104,FALSE,10.99,10.99,324,2.72,0.492
2,1,4/20/2012,16,111,FALSE,10.99,10.99,131,1.1,0.199
2,1,4/27/2012,17,118,FALSE,10.99,10.99,129,1.08,0.196
2,1,5/4/2012,18,125,FALSE,10.99,8.79,193,1.62,0.293
2,1,5/11/2012,19,132,FALSE,10.99,8.79,219,1.84,0.332
2,1,5/18/2012,20,139,FALSE,10.99,8.79,221,1.86,0.335
2,1,5/25/2012,21,146,FALSE,10.99,8.79,201,1.69,0.305
2,1,6/1/2012,22,153,FALSE,10.99,10.99,133,1.12,0.202
2,1,6/8/2012,23,160,FALSE,10.99,10.99,143,1.2,0.217
2,1,6/15/2012,24,167,FALSE,10.99,10.99,139,1.17,0.211
2,1,6/22/2012,25,174,FALSE,10.99,10.99,139,1.17,0.211
2,1,6/29/2012,26,181,FALSE,10.99,10.99,136,1.14,0.206
2,1,7/6/2012,27,188,FALSE,10.99,10.99,139,1.17,0.211
2,1,7/13/2012,28,195,FALSE,10.99,10.99,134,1.13,0.203
2,1,7/20/2012,29,202,FALSE,10.99,10.99,137,1.15,0.208
2,1,7/27/2012,30,209,FALSE,10.99,10.99,133,1.12,0.202
2,1,8/3/2012,31,216,FALSE,10.99,10.99,132,1.11,0.2
2,1,8/10/2012,32,223,FALSE,10.99,10.99,135,1.13,0.205
2,1,8/17/2012,33,230,FALSE,10.99,10.99,143,1.2,0.217
2,1,8/24/2012,34,237,FALSE,10.99,10.99,132,1.11,0.2
2,1,8/31/2012,35,244,FALSE,10.99,10.99,147,1.24,0.223
2,1,9/7/2012,36,251,TRUE,10.99,10.99,146,1.23,0.222
2,1,9/14/2012,37,258,FALSE,10.99,10.99,153,1.29,0.232
2,1,9/21/2012,38,265,FALSE,10.99,10.99,152,1.28,0.231
2,1,9/28/2012,39,272,FALSE,10.99,10.99,157,1.32,0.238
2,1,10/5/2012,40,279,FALSE,10.99,10.99,178,1.5,0.27
2,1,10/12/2012,41,286,FALSE,10.99,10.99,197,1.66,0.299
2,1,10/19/2012,42,293,FALSE,10.99,10.99,207,1.74,0.314
2,1,10/26/2012,43,300,FALSE,10.99,10.99,241,2.03,0.366
3,1,2/5/2010,5,36,FALSE,9.99,7.99,63,2.74,0.504
3,1,2/12/2010,6,43,TRUE,9.99,7.99,125,5.43,1
3,1,2/19/2010,7,50,FALSE,9.99,7.99,87,3.78,0.696
3,1,2/26/2010,8,57,FALSE,9.99,7.99,49,2.13,0.392
3,1,3/5/2010,9,64,FALSE,9.99,9.99,35,1.52,0.28
3,1,3/12/2010,10,71,FALSE,9.99,9.99,37,1.61,0.296
3,1,3/19/2010,11,78,FALSE,9.99,9.99,34,1.48,0.272
3,1,3/26/2010,12,85,FALSE,9.99,9.99,44,1.91,0.352
3,1,4/2/2010,13,92,FALSE,9.99,9.99,109,4.74,0.872
3,1,4/9/2010,14,99,FALSE,9.99,9.99,55,2.39,0.44
3,1,4/16/2010,15,106,FALSE,9.99,9.99,27,1.17,0.216
3,1,4/23/2010,16,113,FALSE,9.99,9.99,29,1.26,0.232
3,1,4/30/2010,17,120,FALSE,9.99,9.99,28,1.22,0.224
3,1,5/7/2010,18,127,FALSE,9.99,7.99,47,2.04,0.376
3,1,5/14/2010,19,134,FALSE,9.99,7.99,47,2.04,0.376
3,1,5/21/2010,20,141,FALSE,9.99,7.99,44,1.91,0.352
3,1,5/28/2010,21,148,FALSE,9.99,7.99,41,1.78,0.328
3,1,6/4/2010,22,155,FALSE,9.99,9.99,33,1.43,0.264
3,1,6/11/2010,23,162,FALSE,9.99,9.99,31,1.35,0.248
3,1,6/18/2010,24,169,FALSE,9.99,9.99,29,1.26,0.232
3,1,6/25/2010,25,176,FALSE,9.99,9.99,29,1.26,0.232
3,1,7/2/2010,26,183,FALSE,9.99,9.99,28,1.22,0.224
3,1,7/9/2010,27,190,FALSE,9.99,9.99,30,1.3,0.24
3,1,7/16/2010,28,197,FALSE,9.99,9.99,23,1,0.184
3,1,7/23/2010,29,204,FALSE,9.99,9.99,26,1.13,0.208
3,1,7/30/2010,30,211,FALSE,9.99,9.99,28,1.22,0.224
3,1,8/6/2010,31,218,FALSE,9.99,9.99,24,1.04,0.192
3,1,8/13/2010,32,225,FALSE,9.99,9.99,26,1.13,0.208
3,1,8/20/2010,33,232,FALSE,9.99,9.99,27,1.17,0.216
3,1,8/27/2010,34,239,FALSE,9.99,9.99,26,1.13,0.208
3,1,9/3/2010,35,246,FALSE,9.99,9.99,33,1.43,0.264
3,1,9/10/2010,36,253,TRUE,9.99,9.99,35,1.52,0.28
3,1,9/17/2010,37,260,FALSE,9.99,9.99,39,1.7,0.312
3,1,9/24/2010,38,267,FALSE,9.99,9.99,39,1.7,0.312
3,1,10/1/2010,39,274,FALSE,9.99,9.99,37,1.61,0.296
3,1,10/8/2010,40,281,FALSE,9.99,9.99,45,1.96,0.36
3,1,10/15/2010,41,288,FALSE,9.99,9.99,48,2.09,0.384
3,1,10/22/2010,42,295,FALSE,9.99,9.99,51,2.22,0.408
3,1,10/29/2010,43,302,FALSE,9.99,9.99,77,3.35,0.616
3,1,11/5/2010,44,309,FALSE,9.99,9.99,95,4.13,0.76
3,1,11/12/2010,45,316,FALSE,9.99,9.99,33,1.43,0.264
3,1,11/19/2010,46,323,FALSE,9.99,9.99,39,1.7,0.312
3,1,11/26/2010,47,330,TRUE,9.99,9.99,34,1.48,0.272
3,1,12/3/2010,48,337,FALSE,9.99,9.99,49,2.13,0.392
3,1,12/10/2010,49,344,FALSE,9.99,9.99,63,2.74,0.504
3,1,12/17/2010,50,351,FALSE,9.99,9.99,94,4.09,0.752
3,1,12/24/2010,51,358,FALSE,9.99,9.99,83,3.61,0.664
3,1,12/31/2010,52,365,TRUE,9.99,9.99,36,1.57,0.288
3,1,1/7/2011,1,7,FALSE,10.99,10.99,24,1,0.183
3,1,1/14/2011,2,14,FALSE,10.99,10.99,34,1.42,0.26
3,1,1/21/2011,3,21,FALSE,10.99,10.99,32,1.33,0.244
3,1,1/28/2011,4,28,FALSE,10.99,10.99,34,1.42,0.26
3,1,2/4/2011,5,35,FALSE,10.99,8.79,64,2.67,0.489
3,1,2/11/2011,6,42,TRUE,10.99,8.79,96,4,0.733
3,1,2/18/2011,7,49,FALSE,10.99,8.79,131,5.46,1
3,1,2/25/2011,8,56,FALSE,10.99,8.79,42,1.75,0.321
3,1,3/4/2011,9,63,FALSE,10.99,10.99,39,1.63,0.298
3,1,3/11/2011,10,70,FALSE,10.99,10.99,37,1.54,0.282
3,1,3/18/2011,11,77,FALSE,10.99,10.99,34,1.42,0.26
3,1,3/25/2011,12,84,FALSE,10.99,10.99,39,1.63,0.298
3,1,4/1/2011,13,91,FALSE,10.99,10.99,37,1.54,0.282
3,1,4/8/2011,14,98,FALSE,10.99,10.99,40,1.67,0.305
3,1,4/15/2011,15,105,FALSE,10.99,10.99,53,2.21,0.405
3,1,4/22/2011,16,112,FALSE,10.99,10.99,91,3.79,0.695
3,1,4/29/2011,17,119,FALSE,10.99,10.99,55,2.29,0.42
3,1,5/6/2011,18,126,FALSE,10.99,8.79,51,2.13,0.389
3,1,5/13/2011,19,133,FALSE,10.99,8.79,40,1.67,0.305
3,1,5/20/2011,20,140,FALSE,10.99,8.79,44,1.83,0.336
3,1,5/27/2011,21,147,FALSE,10.99,8.79,44,1.83,0.336
3,1,6/3/2011,22,154,FALSE,10.99,10.99,29,1.21,0.221
3,1,6/10/2011,23,161,FALSE,10.99,10.99,28,1.17,0.214
3,1,6/17/2011,24,168,FALSE,10.99,10.99,33,1.38,0.252
3,1,6/24/2011,25,175,FALSE,10.99,10.99,26,1.08,0.198
3,1,7/1/2011,26,182,FALSE,10.99,10.99,31,1.29,0.237
3,1,7/8/2011,27,189,FALSE,10.99,10.99,25,1.04,0.191
3,1,7/15/2011,28,196,FALSE,10.99,10.99,29,1.21,0.221
3,1,7/22/2011,29,203,FALSE,10.99,10.99,30,1.25,0.229
3,1,7/29/2011,30,210,FALSE,10.99,10.99,27,1.13,0.206
3,1,8/5/2011,31,217,FALSE,10.99,10.99,31,1.29,0.237
3,1,8/12/2011,32,224,FALSE,10.99,10.99,28,1.17,0.214
3,1,8/19/2011,33,231,FALSE,10.99,10.99,28,1.17,0.214
